"filename","listnumber","assignmentid","hitid","workerid","origin","timestamp","partid","answer","clipid","questiontype","questionid","questiontext","answer1","answer2","answer3","answer4","correctanswer","img","id"
"nathan4-rand-imgs-noheaders.csv","","NOT AVAILABLE","NOT AVAILABLE","test","PROLIFIC","09-Jul-2026 09:26:51","14746","""{\""answer\"":\""Yes, Emily does not want to work late at night\"",\""timeout\"":0,\""videoLoadFailed\"":true,\""RT\"":765}""","4","social_norm_violation","14","Did something awkward happen in this clip?","Yes, Emily is uneasy by the plan, and Nathan does not notice","No, Nathan thinks Emily's business is doing well","No, Emily and Nathan are both excited about the plan","Yes, Emily does not want to work late at night","Yes, Emily is uneasy by the plan, and Nathan does 
not notice","emily&nathan.png","2242599"
"nathan4-rand-imgs-noheaders.csv","","NOT AVAILABLE","NOT AVAILABLE","testRedirect","PROLIFIC","09-Jul-2026 09:44:09","14746","""{\""answer\"":\""Yes, Emily does not want to work late at night\"",\""timeout\"":0,\""videoLoadFailed\"":true,\""RT\"":746}""","4","social_norm_violation","14","Did something awkward happen in this clip?","Yes, Emily is uneasy by the plan, and Nathan does not notice","No, Nathan thinks Emily's business is doing well","No, Emily and Nathan are both excited about the plan","Yes, Emily does not want to work late at night","Yes, Emily is uneasy by the plan, and Nathan does 
not notice","emily&nathan.png","2242694"
"nathan4-rand-imgs-noheaders.csv","","NOT AVAILABLE","NOT AVAILABLE","test","PROLIFIC","09-Jul-2026 09:26:51","14746","""{\""answer\"":\""She is not enthusiastic about the idea\"",\""timeout\"":0,\""videoLoadFailed\"":true,\""RT\"":475}""","4","emotion","15","How does Emily feel about selling broken items?","She loves the idea","She is frustrated by the idea","She is sorry she didn't think of it first","She is not enthusiastic about the idea","She is not enthusiastic about the idea","emily.png","2242600"
"nathan4-rand-imgs-noheaders.csv","","NOT AVAILABLE","NOT AVAILABLE","testRedirect","PROLIFIC","09-Jul-2026 09:44:09","14746","""{\""answer\"":\""She is not enthusiastic about the idea\"",\""timeout\"":0,\""videoLoadFailed\"":true,\""RT\"":668}""","4","emotion","15","How does Emily feel about selling broken items?","She loves the idea","She is frustrated by the idea","She is sorry she didn't think of it first","She is not enthusiastic about the idea","She is not enthusiastic about the idea","emily.png","2242695"
"nathan4-rand-imgs-noheaders.csv","","NOT AVAILABLE","NOT AVAILABLE","test","PROLIFIC","09-Jul-2026 09:26:51","14746","""{\""answer\"":\""Yes, Nathan said some of Emily's items aren't worth buying\"",\""timeout\"":0,\""videoLoadFailed\"":true,\""RT\"":429}""","4","social_norm_violation","16","Did someone say something inappropriate?","No, a sale is a sale","No, Nathan and Emily agree","Yes, Emily says she would prefer not to sell broken items","Yes, Nathan said some of Emily's items aren't worth buying","Yes, Nathan said some of Emily's items aren't worth buying","emily&nathan.png","2242601"
"nathan4-rand-imgs-noheaders.csv","","NOT AVAILABLE","NOT AVAILABLE","testRedirect","PROLIFIC","09-Jul-2026 09:44:09","14746","""{\""answer\"":\""Yes, Nathan said some of Emily's items aren't worth buying\"",\""timeout\"":0,\""videoLoadFailed\"":true,\""RT\"":512}""","4","social_norm_violation","16","Did someone say something inappropriate?","No, a sale is a sale","No, Nathan and Emily agree","Yes, Emily says she would prefer not to sell broken items","Yes, Nathan said some of Emily's items aren't worth buying","Yes, Nathan said some of Emily's items aren't worth buying","emily&nathan.png","2242696"
"nathan4-rand-imgs-noheaders.csv","","NOT AVAILABLE","NOT AVAILABLE","test","PROLIFIC","09-Jul-2026 09:26:51","14746","""{\""answer\"":\""He thinks they are attractive\"",\""timeout\"":0,\""videoLoadFailed\"":true,\""RT\"":582}""","4","infer_belief","17","What does Nathan think about some of the items in Emily's store?","He thinks they are underpriced","He thinks they are in high demand","He thinks they are attractive","He thinks some of them aren't worth buying","He thinks some of them aren't worth buying","emily&nathan.png","2242602"
"nathan4-rand-imgs-noheaders.csv","","NOT AVAILABLE","NOT AVAILABLE","testRedirect","PROLIFIC","09-Jul-2026 09:44:09","14746","""{\""answer\"":\""He thinks they are attractive\"",\""timeout\"":0,\""videoLoadFailed\"":true,\""RT\"":603}""","4","infer_belief","17","What does Nathan think about some of the items in Emily's store?","He thinks they are underpriced","He thinks they are in high demand","He thinks they are attractive","He thinks some of them aren't worth buying","He thinks some of them aren't worth buying","emily&nathan.png","2242697"
"nathan4-rand-imgs-noheaders.csv","","NOT AVAILABLE","NOT AVAILABLE","test","PROLIFIC","09-Jul-2026 09:26:51","14746","""{\""answer\"":\""She is amused\"",\""timeout\"":0,\""videoLoadFailed\"":true,\""RT\"":663}""","4","emotion","18","How does Emily feel when Nathan says that some items wouldn't sell unless broken?","She is offended","She is confused","She is irritated","She is amused","She is offended","emily&nathan.png","2242603"
"nathan4-rand-imgs-noheaders.csv","","NOT AVAILABLE","NOT AVAILABLE","testRedirect","PROLIFIC","09-Jul-2026 09:44:09","14746","""{\""answer\"":\""She is irritated\"",\""timeout\"":0,\""videoLoadFailed\"":true,\""RT\"":640}""","4","emotion","18","How does Emily feel when Nathan says that some items wouldn't sell unless broken?","She is offended","She is confused","She is irritated","She is amused","She is offended","emily&nathan.png","2242698"
"nathan4-rand-imgs-noheaders.csv","","NOT AVAILABLE","NOT AVAILABLE","test","PROLIFIC","09-Jul-2026 09:26:51","14746","""{\""answer\"":\""To allow space to showcase more items\"",\""timeout\"":0,\""videoLoadFailed\"":true,\""RT\"":762}""","5","motivation","19","Why did Nathan narrow the aisles?","To increase the likelihood that people would break the items","To confuse people when they enter the store","To make space for a bar","To allow space to showcase more items","To increase the likelihood that people would break the items","nathan.png","2242604"
"nathan4-rand-imgs-noheaders.csv","","NOT AVAILABLE","NOT AVAILABLE","testRedirect","PROLIFIC","09-Jul-2026 09:44:09","14746","""{\""answer\"":\""To allow space to showcase more items\"",\""timeout\"":0,\""videoLoadFailed\"":true,\""RT\"":863}""","5","motivation","19","Why did Nathan narrow the aisles?","To increase the likelihood that people would break the items","To confuse people when they enter the store","To make space for a bar","To allow space to showcase more items","To increase the likelihood that people would break the items","nathan.png","2242699"
"nathan4-rand-imgs-noheaders.csv","","NOT AVAILABLE","NOT AVAILABLE","test","PROLIFIC","09-Jul-2026 09:26:51","14746","""{\""answer\"":\""She does not have a lot of customers\"",\""RT\"":704,\""timeout\"":0}""","1","control","2","What is Emily's business problem?","She sells poor quality goods","She cannot hire enough help","She does not like to drink","She does not have a lot of customers","She does not have a lot of customers","emily.png","2242587"
"nathan4-rand-imgs-noheaders.csv","","NOT AVAILABLE","NOT AVAILABLE","testRedirect","PROLIFIC","09-Jul-2026 09:44:09","14746","""{\""answer\"":\""She does not have a lot of customers\"",\""RT\"":419,\""timeout\"":0}""","1","control","2","What is Emily's business problem?","She sells poor quality goods","She cannot hire enough help","She does not like to drink","She does not have a lot of customers","She does not have a lot of customers","emily.png","2242682"
"nathan4-rand-imgs-noheaders.csv","","NOT AVAILABLE","NOT AVAILABLE","test","PROLIFIC","09-Jul-2026 09:26:51","14746","""{\""answer\"":\""In different aisles\"",\""timeout\"":0,\""videoLoadFailed\"":true,\""RT\"":451}""","5","control","20","Where did he put her poorer selling items?","On the edge of shelves","In the front of the store","On the floor","In different aisles","On the edge of shelves","nathan.png","2242605"
"nathan4-rand-imgs-noheaders.csv","","NOT AVAILABLE","NOT AVAILABLE","testRedirect","PROLIFIC","09-Jul-2026 09:44:09","14746","""{\""answer\"":\""In different aisles\"",\""timeout\"":0,\""videoLoadFailed\"":true,\""RT\"":965}""","5","control","20","Where did he put her poorer selling items?","On the edge of shelves","In the front of the store","On the floor","In different aisles","On the edge of shelves","nathan.png","2242700"
"nathan4-rand-imgs-noheaders.csv","","NOT AVAILABLE","NOT AVAILABLE","test","PROLIFIC","09-Jul-2026 09:26:51","14746","""{\""answer\"":\""To make them easier to reach\"",\""timeout\"":0,\""videoLoadFailed\"":true,\""RT\"":416}""","5","motivation","21","Why did Nathan move Emily's poorer selling items?","To hide items that sell easily","To make them easier to break","To get people to notice them","To make them easier to reach","To make them easier to break","emily&nathan.png","2242606"
"nathan4-rand-imgs-noheaders.csv","","NOT AVAILABLE","NOT AVAILABLE","testRedirect","PROLIFIC","09-Jul-2026 09:44:09","14746","""{\""answer\"":\""To make them easier to reach\"",\""timeout\"":0,\""videoLoadFailed\"":true,\""RT\"":471}""","5","motivation","21","Why did Nathan move Emily's poorer selling items?","To hide items that sell easily","To make them easier to break","To get people to notice them","To make them easier to reach","To make them easier to break","emily&nathan.png","2242701"
"nathan4-rand-imgs-noheaders.csv","","NOT AVAILABLE","NOT AVAILABLE","test","PROLIFIC","09-Jul-2026 09:26:51","14746","""{\""answer\"":\""So he could have a drink\"",\""timeout\"":0,\""videoLoadFailed\"":true,\""RT\"":851}""","6","control","22","Why did Nathan say he wanted to guarantee Emily saw results that evening?","So she would not have to sell broken items","So she could sell undesirable items","So she would use his plan","So he could have a drink","So she would use his plan","emily&nathan.png","2242607"
"nathan4-rand-imgs-noheaders.csv","","NOT AVAILABLE","NOT AVAILABLE","testRedirect","PROLIFIC","09-Jul-2026 09:44:09","14746","""{\""answer\"":\""So he could have a drink\"",\""timeout\"":0,\""videoLoadFailed\"":true,\""RT\"":996}""","6","control","22","Why did Nathan say he wanted to guarantee Emily saw results that evening?","So she would not have to sell broken items","So she could sell undesirable items","So she would use his plan","So he could have a drink","So she would use his plan","emily&nathan.png","2242702"
"nathan4-rand-imgs-noheaders.csv","","NOT AVAILABLE","NOT AVAILABLE","test","PROLIFIC","09-Jul-2026 09:26:51","14746","""{\""answer\"":\""To ask the owners about their business success\"",\""timeout\"":0,\""videoLoadFailed\"":true,\""RT\"":756}""","6","motivation","23","Why did Nathan head to a nearby bar?","To find someone drunk to take to the store","To have a drink after the long day","To find a nice place to show Emily","To ask the owners about their business success","To find someone drunk to take to the store","nathan.png","2242608"
"nathan4-rand-imgs-noheaders.csv","","NOT AVAILABLE","NOT AVAILABLE","testRedirect","PROLIFIC","09-Jul-2026 09:44:09","14746","""{\""answer\"":\""To ask the owners about their business success\"",\""timeout\"":0,\""videoLoadFailed\"":true,\""RT\"":771}""","6","motivation","23","Why did Nathan head to a nearby bar?","To find someone drunk to take to the store","To have a drink after the long day","To find a nice place to show Emily","To ask the owners about their business success","To find someone drunk to take to the store","nathan.png","2242703"
"nathan4-rand-imgs-noheaders.csv","","NOT AVAILABLE","NOT AVAILABLE","test","PROLIFIC","09-Jul-2026 09:26:51","14746","""{\""answer\"":\""Someone who would have a drink with him\"",\""timeout\"":0,\""videoLoadFailed\"":true,\""RT\"":773}""","7","motivation","24","What type of patron did Nathan want to befriend?","Someone who wanted to chat with him about his plan","Someone he thought he would be able to fool","Someone who likes antiques","Someone who would have a drink with him","Someone he thought he would be able to fool","nathan-bar.png","2242609"
"nathan4-rand-imgs-noheaders.csv","","NOT AVAILABLE","NOT AVAILABLE","testRedirect","PROLIFIC","09-Jul-2026 09:44:09","14746","""{\""answer\"":\""Someone who would have a drink with him\"",\""timeout\"":0,\""videoLoadFailed\"":true,\""RT\"":789}""","7","motivation","24","What type of patron did Nathan want to befriend?","Someone who wanted to chat with him about his plan","Someone he thought he would be able to fool","Someone who likes antiques","Someone who would have a drink with him","Someone he thought he would be able to fool","nathan-bar.png","2242704"
"nathan4-rand-imgs-noheaders.csv","","NOT AVAILABLE","NOT AVAILABLE","test","PROLIFIC","09-Jul-2026 09:26:51","14746","""{\""answer\"":\""No, Nathan and the locals had fun\"",\""timeout\"":0,\""videoLoadFailed\"":true,\""RT\"":447}""","7","social_norm_violation","25","Did something awkward happen in this clip?","No, there was nothing awkward","Yes, Nathan did not have a drink","Yes, the locals didn't want to talk to Nathan","No, Nathan and the locals had fun","Yes, the locals didn't want to talk to Nathan","nathan-bar.png","2242610"
"nathan4-rand-imgs-noheaders.csv","","NOT AVAILABLE","NOT AVAILABLE","testRedirect","PROLIFIC","09-Jul-2026 09:44:09","14746","""{\""answer\"":\""No, Nathan and the locals had fun\"",\""timeout\"":0,\""videoLoadFailed\"":true,\""RT\"":486}""","7","social_norm_violation","25","Did something awkward happen in this clip?","No, there was nothing awkward","Yes, Nathan did not have a drink","Yes, the locals didn't want to talk to Nathan","No, Nathan and the locals had fun","Yes, the locals didn't want to talk to Nathan","nathan-bar.png","2242705"
"nathan4-rand-imgs-noheaders.csv","","NOT AVAILABLE","NOT AVAILABLE","test","PROLIFIC","09-Jul-2026 09:26:51","14746","""{\""answer\"":\""No favorite\"",\""timeout\"":0,\""videoLoadFailed\"":true,\""RT\"":829}""","8","control","26","What does the JJ say is his favorite movie?","Antique Store","Forrest Gump","Inception","No favorite","Forrest Gump","jj-bar.png","2242611"
"nathan4-rand-imgs-noheaders.csv","","NOT AVAILABLE","NOT AVAILABLE","testRedirect","PROLIFIC","09-Jul-2026 09:44:09","14746","""{\""answer\"":\""No favorite\"",\""timeout\"":0,\""videoLoadFailed\"":true,\""RT\"":1148}""","8","control","26","What does the JJ say is his favorite movie?","Antique Store","Forrest Gump","Inception","No favorite","Forrest Gump","jj-bar.png","2242706"
"nathan4-rand-imgs-noheaders.csv","","NOT AVAILABLE","NOT AVAILABLE","test","PROLIFIC","09-Jul-2026 09:26:51","14746","""{\""answer\"":\""Because Nathan hopes JJ will buy him a drink\"",\""timeout\"":0,\""videoLoadFailed\"":true,\""RT\"":462}""","8","infer_belief","27","Why does JJ think Nathan is talking to him?","Because Nathan sells antiques","Because Nathan wants to borrow JJ's sunglasses","Because JJ thinks Nathan is friendly","Because Nathan hopes JJ will buy him a drink","Because JJ thinks Nathan is friendly","nathan&jj-bar.png","2242612"
"nathan4-rand-imgs-noheaders.csv","","NOT AVAILABLE","NOT AVAILABLE","testRedirect","PROLIFIC","09-Jul-2026 09:44:09","14746","""{\""answer\"":\""Because Nathan hopes JJ will buy him a drink\"",\""timeout\"":0,\""videoLoadFailed\"":true,\""RT\"":481}""","8","infer_belief","27","Why does JJ think Nathan is talking to him?","Because Nathan sells antiques","Because Nathan wants to borrow JJ's sunglasses","Because JJ thinks Nathan is friendly","Because Nathan hopes JJ will buy him a drink","Because JJ thinks Nathan is friendly","nathan&jj-bar.png","2242707"
"nathan4-rand-imgs-noheaders.csv","","NOT AVAILABLE","NOT AVAILABLE","test","PROLIFIC","09-Jul-2026 09:26:51","14746","""{\""answer\"":\""Nathan thinks JJ would be easy to fool\"",\""timeout\"":0,\""videoLoadFailed\"":true,\""RT\"":461}""","8","deception","28","Why is Nathan actually talking to JJ?","Nathan thinks JJ is an interesting person","Nathan thinks JJ would like antiques","Nathan is friendly","Nathan thinks JJ would be easy to fool","Nathan thinks JJ would be easy to fool","nathan&jj-bar.png","2242613"
"nathan4-rand-imgs-noheaders.csv","","NOT AVAILABLE","NOT AVAILABLE","testRedirect","PROLIFIC","09-Jul-2026 09:44:09","14746","""{\""answer\"":\""Nathan thinks JJ would be easy to fool\"",\""timeout\"":0,\""videoLoadFailed\"":true,\""RT\"":481}""","8","deception","28","Why is Nathan actually talking to JJ?","Nathan thinks JJ is an interesting person","Nathan thinks JJ would like antiques","Nathan is friendly","Nathan thinks JJ would be easy to fool","Nathan thinks JJ would be easy to fool","nathan&jj-bar.png","2242708"
"nathan4-rand-imgs-noheaders.csv","","NOT AVAILABLE","NOT AVAILABLE","test","PROLIFIC","09-Jul-2026 09:26:51","14746","""{\""answer\"":\""So he can keep his focus\"",\""timeout\"":0,\""videoLoadFailed\"":true,\""RT\"":490}""","8","motivation","29","Why does Nathan want to stay sober?","So he can enjoy listening to JJ","So he does not give the bar more business","So he can drive JJ home","So he can keep his focus","So he can keep his focus","nathan&jj-bar.png","2242614"
"nathan4-rand-imgs-noheaders.csv","","NOT AVAILABLE","NOT AVAILABLE","testRedirect","PROLIFIC","09-Jul-2026 09:44:09","14746","""{\""answer\"":\""So he can keep his focus\"",\""timeout\"":0,\""videoLoadFailed\"":true,\""RT\"":547}""","8","motivation","29","Why does Nathan want to stay sober?","So he can enjoy listening to JJ","So he does not give the bar more business","So he can drive JJ home","So he can keep his focus","So he can keep his focus","nathan&jj-bar.png","2242709"
"nathan4-rand-imgs-noheaders.csv","","NOT AVAILABLE","NOT AVAILABLE","test","PROLIFIC","09-Jul-2026 09:26:51","14746","""{\""answer\"":\""Magnolia & Willow\"",\""RT\"":441,\""timeout\"":0}""","1","control","3","What is the name of Emily's business?","P.B.S. Pub & Company","Sport Bar","til 2 Club","Magnolia & Willow","Magnolia & Willow","emily.png","2242588"
"nathan4-rand-imgs-noheaders.csv","","NOT AVAILABLE","NOT AVAILABLE","testRedirect","PROLIFIC","09-Jul-2026 09:44:09","14746","""{\""answer\"":\""Magnolia & Willow\"",\""RT\"":414,\""timeout\"":0}""","1","control","3","What is the name of Emily's business?","P.B.S. Pub & Company","Sport Bar","til 2 Club","Magnolia & Willow","Magnolia & Willow","emily.png","2242683"
"nathan4-rand-imgs-noheaders.csv","","NOT AVAILABLE","NOT AVAILABLE","test","PROLIFIC","09-Jul-2026 09:26:51","14746","""{\""answer\"":\""Beer\"",\""timeout\"":0,\""videoLoadFailed\"":true,\""RT\"":823}""","9","control","30","What is Nathan drinking?","Apple juice","Water","Liquor","Beer","Apple juice","nathan-bar.png","2242615"
"nathan4-rand-imgs-noheaders.csv","","NOT AVAILABLE","NOT AVAILABLE","testRedirect","PROLIFIC","09-Jul-2026 09:44:09","14746","""{\""answer\"":\""Beer\"",\""timeout\"":0,\""videoLoadFailed\"":true,\""RT\"":836}""","9","control","30","What is Nathan drinking?","Apple juice","Water","Liquor","Beer","Apple juice","nathan-bar.png","2242710"
"nathan4-rand-imgs-noheaders.csv","","NOT AVAILABLE","NOT AVAILABLE","test","PROLIFIC","09-Jul-2026 09:26:51","14746","""{\""answer\"":\""Nathan wants to stay sober, but encourage JJ to drink\"",\""timeout\"":0,\""videoLoadFailed\"":true,\""RT\"":523}""","9","deception","31","Why did Nathan want his glass to be refilled with apple juice?","Nathan prefers the taste of apple juice","Nathan did not want to pay for alcohol","Nathan wants to stay sober, but encourage JJ to drink","Nathan wants to use the device he had made","Nathan wants to stay sober, but encourage JJ to drink","nathan-bar.png","2242616"
"nathan4-rand-imgs-noheaders.csv","","NOT AVAILABLE","NOT AVAILABLE","testRedirect","PROLIFIC","09-Jul-2026 09:44:09","14746","""{\""answer\"":\""Nathan wants to stay sober, but encourage JJ to drink\"",\""timeout\"":0,\""videoLoadFailed\"":true,\""RT\"":552}""","9","deception","31","Why did Nathan want his glass to be refilled with apple juice?","Nathan prefers the taste of apple juice","Nathan did not want to pay for alcohol","Nathan wants to stay sober, but encourage JJ to drink","Nathan wants to use the device he had made","Nathan wants to stay sober, but encourage JJ to drink","nathan-bar.png","2242711"
"nathan4-rand-imgs-noheaders.csv","","NOT AVAILABLE","NOT AVAILABLE","test","PROLIFIC","09-Jul-2026 09:26:51","14746","""{\""answer\"":\""Water\"",\""timeout\"":0,\""videoLoadFailed\"":true,\""RT\"":517}""","9","infer_belief","32","What does JJ think Nathan is drinking?","Apple juice","Beer","Liquor","Water","Liquor","nathan&jj-bar.png","2242617"
"nathan4-rand-imgs-noheaders.csv","","NOT AVAILABLE","NOT AVAILABLE","testRedirect","PROLIFIC","09-Jul-2026 09:44:09","14746","""{\""answer\"":\""Water\"",\""timeout\"":0,\""videoLoadFailed\"":true,\""RT\"":600}""","9","infer_belief","32","What does JJ think Nathan is drinking?","Apple juice","Beer","Liquor","Water","Liquor","nathan&jj-bar.png","2242712"
"nathan4-rand-imgs-noheaders.csv","","NOT AVAILABLE","NOT AVAILABLE","test","PROLIFIC","09-Jul-2026 09:26:51","14746","""{\""answer\"":\""A recipe\"",\""timeout\"":0,\""videoLoadFailed\"":true,\""RT\"":1328}""","10","control","33","What did JJ's roommates put in his pocket?","A shopping list","His address","Money","A recipe","His address","nathan&jj-bar.png","2242618"
"nathan4-rand-imgs-noheaders.csv","","NOT AVAILABLE","NOT AVAILABLE","testRedirect","PROLIFIC","09-Jul-2026 09:44:09","14746","""{\""answer\"":\""A recipe\"",\""timeout\"":0,\""videoLoadFailed\"":true,\""RT\"":838}""","10","control","33","What did JJ's roommates put in his pocket?","A shopping list","His address","Money","A recipe","His address","nathan&jj-bar.png","2242713"
"nathan4-rand-imgs-noheaders.csv","","NOT AVAILABLE","NOT AVAILABLE","test","PROLIFIC","09-Jul-2026 09:26:51","14746","""{\""answer\"":\""Yes, Nathan should have shown JJ his address too\"",\""timeout\"":0,\""videoLoadFailed\"":true,\""RT\"":455}""","10","social_norm_violation","34","Did something awkward happen in this clip?","No, Nathan decided it was time to leave when JJ got tipsy","Yes, JJ tells Nathan he gets drunk every night","No, Nathan and JJ enjoyed each other's company","Yes, Nathan should have shown JJ his address too","Yes, JJ tells Nathan he gets drunk every night","nathan&jj-bar.png","2242619"
"nathan4-rand-imgs-noheaders.csv","","NOT AVAILABLE","NOT AVAILABLE","testRedirect","PROLIFIC","09-Jul-2026 09:44:09","14746","""{\""answer\"":\""No, Nathan and JJ enjoyed each other's company\"",\""timeout\"":0,\""videoLoadFailed\"":true,\""RT\"":525}""","10","social_norm_violation","34","Did something awkward happen in this clip?","No, Nathan decided it was time to leave when JJ got tipsy","Yes, JJ tells Nathan he gets drunk every night","No, Nathan and JJ enjoyed each other's company","Yes, Nathan should have shown JJ his address too","Yes, JJ tells Nathan he gets drunk every night","nathan&jj-bar.png","2242714"
"nathan4-rand-imgs-noheaders.csv","","NOT AVAILABLE","NOT AVAILABLE","test","PROLIFIC","09-Jul-2026 09:26:51","14746","""{\""answer\"":\""He was tired of spending time with JJ\"",\""timeout\"":0,\""videoLoadFailed\"":true,\""RT\"":446}""","10","infer_belief","35","Why did Nathan think they were ready to head out?","He thought JJ needed to go home","He wanted to see if Emily had gotten any business","He thought JJ was drunk enough to break things in the shop","He was tired of spending time with JJ","He thought JJ was drunk enough to break things in the shop","nathan&jj-bar.png","2242620"
"nathan4-rand-imgs-noheaders.csv","","NOT AVAILABLE","NOT AVAILABLE","testRedirect","PROLIFIC","09-Jul-2026 09:44:09","14746","""{\""answer\"":\""He thought JJ was drunk enough to break things in the shop\"",\""timeout\"":0,\""videoLoadFailed\"":true,\""RT\"":557}""","10","infer_belief","35","Why did Nathan think they were ready to head out?","He thought JJ needed to go home","He wanted to see if Emily had gotten any business","He thought JJ was drunk enough to break things in the shop","He was tired of spending time with JJ","He thought JJ was drunk enough to break things in the shop","nathan&jj-bar.png","2242715"
