"filename","listnumber","assignmentid","hitid","workerid","origin","timestamp","partid","answer","clipid","questiontype","questionid","questiontext","answer1","answer2","answer3","answer4","correctanswer","img","id"
"nathan4-rand-imgs-noheaders.csv","","NOT AVAILABLE","NOT AVAILABLE","69dbf4749918745fc7d8e820","PROLIFIC","08-Jul-2026 20:50:42","14721","""{\""answer\"":\""Bars\"",\""RT\"":23657,\""timeout\"":0,\""feedback\"":{\""seenBefore\"":\""No\"",\""anyProblems\"":\""No\"",\""problemDescription\"":\""\"",\""comments\"":\""It was a cute show that made me laugh.\""}}""","1","control","1","What type of businesses are around the antique shop?","Antique shops","International restaurants","Bars","Grocery stores","Bars","none.png","2240972"
"nathan4-rand-imgs-noheaders.csv","","NOT AVAILABLE","NOT AVAILABLE","69e816058da70eddb5dbc3e1","PROLIFIC","08-Jul-2026 19:46:21","14721","""{\""answer\"":\""Bars\"",\""RT\"":5720,\""timeout\"":0,\""feedback\"":{\""seenBefore\"":\""No\"",\""anyProblems\"":\""No\"",\""problemDescription\"":\""\"",\""comments\"":\""This was so uncomfortable to watch. Nathan's approach was grossly manipulative.\""}}""","1","control","1","What type of businesses are around the antique shop?","Antique shops","International restaurants","Bars","Grocery stores","Bars","none.png","2240434"
"nathan4-rand-imgs-noheaders.csv","","NOT AVAILABLE","NOT AVAILABLE","69e957ad6c65e153a1c65ae2","PROLIFIC","08-Jul-2026 23:11:16","14721","""{\""answer\"":\""Bars\"",\""RT\"":3484,\""timeout\"":0,\""feedback\"":{\""seenBefore\"":\""No\"",\""anyProblems\"":\""No\"",\""problemDescription\"":\""\"",\""comments\"":\""I felt like the scenario seemed a bit fake and acted out is all.\""}}""","1","control","1","What type of businesses are around the antique shop?","Antique shops","International restaurants","Bars","Grocery stores","Bars","none.png","2242144"
"nathan4-rand-imgs-noheaders.csv","","NOT AVAILABLE","NOT AVAILABLE","69efe0b03221edd72686c185","PROLIFIC","08-Jul-2026 22:20:48","14721","""{\""answer\"":\""Antique shops\"",\""RT\"":4403,\""timeout\"":0,\""feedback\"":{\""seenBefore\"":\""Yes\"",\""anyProblems\"":\""No\"",\""problemDescription\"":\""\"",\""comments\"":\""I loved the whole thing! i love this show and the word part was fun too.\""}}""","1","control","1","What type of businesses are around the antique shop?","Antique shops","International restaurants","Bars","Grocery stores","Bars","none.png","2241796"
"nathan4-rand-imgs-noheaders.csv","","NOT AVAILABLE","NOT AVAILABLE","69f0438cc141b27ed949788e","PROLIFIC","08-Jul-2026 22:59:04","14721","""{\""answer\"":\""Bars\"",\""RT\"":8572,\""timeout\"":0,\""feedback\"":{\""seenBefore\"":\""No\"",\""anyProblems\"":\""No\"",\""problemDescription\"":\""\"",\""comments\"":\""I thought the experiment was interesting and fun.\""}}""","1","control","1","What type of businesses are around the antique shop?","Antique shops","International restaurants","Bars","Grocery stores","Bars","none.png","2242049"
"nathan4-rand-imgs-noheaders.csv","","NOT AVAILABLE","NOT AVAILABLE","69f3d4f3fb7630947c56f1eb","PROLIFIC","08-Jul-2026 20:33:09","14721","""{\""answer\"":\""Bars\"",\""RT\"":7159,\""timeout\"":0,\""feedback\"":{\""seenBefore\"":\""No\"",\""anyProblems\"":\""Yes\"",\""problemDescription\"":\""2 of the videos didn't load and it told me to skip ahead to the next part. I would have liked to see them.\"",\""comments\"":\""Very clear and easy to understand.\""}}""","1","control","1","What type of businesses are around the antique shop?","Antique shops","International restaurants","Bars","Grocery stores","Bars","none.png","2240814"
"nathan4-rand-imgs-noheaders.csv","","NOT AVAILABLE","NOT AVAILABLE","69f6484996726366cacd162c","PROLIFIC","08-Jul-2026 23:27:32","14721","""{\""answer\"":\""Bars\"",\""RT\"":3923,\""timeout\"":0,\""feedback\"":{\""seenBefore\"":\""No\"",\""anyProblems\"":\""No\"",\""problemDescription\"":\""\"",\""comments\"":\""\""}}""","1","control","1","What type of businesses are around the antique shop?","Antique shops","International restaurants","Bars","Grocery stores","Bars","none.png","2242239"
"nathan4-rand-imgs-noheaders.csv","","NOT AVAILABLE","NOT AVAILABLE","6a00b0ca46e3f2822d0349b6","PROLIFIC","08-Jul-2026 21:02:52","14721","""{\""answer\"":\""Bars\"",\""RT\"":6174,\""timeout\"":0,\""feedback\"":{\""seenBefore\"":\""Yes\"",\""anyProblems\"":\""No\"",\""problemDescription\"":\""\"",\""comments\"":\""\""}}""","1","control","1","What type of businesses are around the antique shop?","Antique shops","International restaurants","Bars","Grocery stores","Bars","none.png","2241067"
"nathan4-rand-imgs-noheaders.csv","","NOT AVAILABLE","NOT AVAILABLE","6a021dc98c730b8d3ce0deca","PROLIFIC","08-Jul-2026 19:15:51","14721","""{\""answer\"":\""Bars\"",\""RT\"":6609,\""timeout\"":0,\""feedback\"":{\""seenBefore\"":\""No\"",\""anyProblems\"":\""No\"",\""problemDescription\"":\""\"",\""comments\"":\""\""}}""","1","control","1","What type of businesses are around the antique shop?","Antique shops","International restaurants","Bars","Grocery stores","Bars","none.png","2240085"
"nathan4-rand-imgs-noheaders.csv","","NOT AVAILABLE","NOT AVAILABLE","6a023ad806e8158958e73b75","PROLIFIC","08-Jul-2026 19:37:34","14721","""{\""answer\"":\""Bars\"",\""RT\"":8247,\""timeout\"":0,\""feedback\"":{\""seenBefore\"":\""No\"",\""anyProblems\"":\""No\"",\""problemDescription\"":\""\"",\""comments\"":\""I actually enjoyed the show and had a laugh or 2! I also enjoyed the 1st part of the experiment, getting to \\\""work\\\"" with people all over the world is fun and exciting! Thank you for that.\""}}""","1","control","1","What type of businesses are around the antique shop?","Antique shops","International restaurants","Bars","Grocery stores","Bars","none.png","2240244"
"nathan4-rand-imgs-noheaders.csv","","NOT AVAILABLE","NOT AVAILABLE","6a0dfefeb75ae8ac09c192c6","PROLIFIC","08-Jul-2026 19:15:20","14721","""{\""answer\"":\""Bars\"",\""RT\"":11973,\""timeout\"":0,\""feedback\"":{\""seenBefore\"":\""No\"",\""anyProblems\"":\""No\"",\""problemDescription\"":\""\"",\""comments\"":\""is This a real show? Its hilarious if so\""}}""","1","control","1","What type of businesses are around the antique shop?","Antique shops","International restaurants","Bars","Grocery stores","Bars","none.png","2240022"
"nathan4-rand-imgs-noheaders.csv","","NOT AVAILABLE","NOT AVAILABLE","6a14ed7d826b3c0b54334269","PROLIFIC","08-Jul-2026 21:32:10","14721","""{\""answer\"":\""Bars\"",\""RT\"":4350,\""timeout\"":0,\""feedback\"":{\""seenBefore\"":\""Yes\"",\""anyProblems\"":\""No\"",\""problemDescription\"":\""\"",\""comments\"":\""It was really interesting and the episode of Nathan For You was hilarious.\""}}""","1","control","1","What type of businesses are around the antique shop?","Antique shops","International restaurants","Bars","Grocery stores","Bars","none.png","2241384"
"nathan4-rand-imgs-noheaders.csv","","NOT AVAILABLE","NOT AVAILABLE","6a150fcbc5238897c2c9408e","PROLIFIC","08-Jul-2026 21:37:42","14721","""{\""answer\"":\""Bars\"",\""RT\"":8787,\""timeout\"":0,\""feedback\"":{\""seenBefore\"":\""Yes\"",\""anyProblems\"":\""No\"",\""problemDescription\"":\""\"",\""comments\"":\""I had to answer the door and missed one question\""}}""","1","control","1","What type of businesses are around the antique shop?","Antique shops","International restaurants","Bars","Grocery stores","Bars","none.png","2241479"
"nathan4-rand-imgs-noheaders.csv","","NOT AVAILABLE","NOT AVAILABLE","6a18b37c0157d881234ed29f","PROLIFIC","08-Jul-2026 21:45:52","14721","""{\""answer\"":\""Bars\"",\""RT\"":12166,\""timeout\"":0,\""feedback\"":{\""seenBefore\"":\""Yes\"",\""anyProblems\"":\""No\"",\""problemDescription\"":\""\"",\""comments\"":\""At the end of part 1, I tried multiple times to record my response about why I answered the way I did, but was unable to despite the recordings earlier in the experiment working fine. My answer was that each face had a clear emotion on it, from happy to neutral to angry.\""}}""","1","control","1","What type of businesses are around the antique shop?","Antique shops","International restaurants","Bars","Grocery stores","Bars","none.png","2241542"
"nathan4-rand-imgs-noheaders.csv","","NOT AVAILABLE","NOT AVAILABLE","6a1a3e6d47ea4b557072cc4d","PROLIFIC","08-Jul-2026 19:13:46","14721","""{\""answer\"":\""Antique shops\"",\""RT\"":2511,\""timeout\"":0,\""feedback\"":{\""seenBefore\"":\""No\"",\""anyProblems\"":\""Yes\"",\""problemDescription\"":\""The audio may have been a bit delayed for some of the clips\"",\""comments\"":\""\""}}""","1","control","1","What type of businesses are around the antique shop?","Antique shops","International restaurants","Bars","Grocery stores","Bars","none.png","2239959"
"nathan4-rand-imgs-noheaders.csv","","NOT AVAILABLE","NOT AVAILABLE","6a1cb95bf369926ac77ea9e5","PROLIFIC","08-Jul-2026 20:36:08","14721","""{\""answer\"":\""Bars\"",\""RT\"":20416,\""timeout\"":0,\""feedback\"":{\""seenBefore\"":\""No\"",\""anyProblems\"":\""Yes\"",\""problemDescription\"":\""2 clips didn't load but I was still able to follow the story.\"",\""comments\"":\""\""}}""","1","control","1","What type of businesses are around the antique shop?","Antique shops","International restaurants","Bars","Grocery stores","Bars","none.png","2240877"
"nathan4-rand-imgs-noheaders.csv","","NOT AVAILABLE","NOT AVAILABLE","6a1f832105dd8c89b5e930ad","PROLIFIC","08-Jul-2026 19:39:05","14721","""{\""answer\"":\""Bars\"",\""RT\"":7110,\""timeout\"":0,\""feedback\"":{\""seenBefore\"":\""No\"",\""anyProblems\"":\""No\"",\""problemDescription\"":\""\"",\""comments\"":\""\""}}""","1","control","1","What type of businesses are around the antique shop?","Antique shops","International restaurants","Bars","Grocery stores","Bars","none.png","2240339"
"nathan4-rand-imgs-noheaders.csv","","NOT AVAILABLE","NOT AVAILABLE","6a2482e9af72b55296872b0d","PROLIFIC","08-Jul-2026 22:24:16","14721","""{\""answer\"":-1,\""timeout\"":0,\""videoLoadFailed\"":true,\""feedback\"":{\""seenBefore\"":\""No\"",\""anyProblems\"":\""No\"",\""problemDescription\"":\""\"",\""comments\"":\""Pretty cool experience\""}}""","1","control","1","What type of businesses are around the antique shop?","Antique shops","International restaurants","Bars","Grocery stores","Bars","none.png","2241859"
"nathan4-rand-imgs-noheaders.csv","","NOT AVAILABLE","NOT AVAILABLE","6a3607f677860830aca5bdeb","PROLIFIC","08-Jul-2026 20:01:05","14721","""{\""answer\"":\""Bars\"",\""RT\"":6707,\""timeout\"":0,\""feedback\"":{\""seenBefore\"":\""No\"",\""anyProblems\"":\""No\"",\""problemDescription\"":\""\"",\""comments\"":\""\""}}""","1","control","1","What type of businesses are around the antique shop?","Antique shops","International restaurants","Bars","Grocery stores","Bars","none.png","2240592"
"nathan4-rand-imgs-noheaders.csv","","NOT AVAILABLE","NOT AVAILABLE","testFirefox","PROLIFIC","08-Jul-2026 16:25:19","14721","""{\""answer\"":\""Antique shops\"",\""RT\"":1117,\""timeout\"":0,\""feedback\"":{\""seenBefore\"":\""No\"",\""anyProblems\"":\""No\"",\""problemDescription\"":\""\"",\""comments\"":\""\""}}""","1","control","1","What type of businesses are around the antique shop?","Antique shops","International restaurants","Bars","Grocery stores","Bars","none.png","2239705"
"nathan4-rand-imgs-noheaders.csv","","NOT AVAILABLE","NOT AVAILABLE","testURL","PROLIFIC","09-Jul-2026 09:15:29","14721","""{\""answer\"":\""Antique shops\"",\""RT\"":998,\""timeout\"":0,\""feedback\"":{\""seenBefore\"":\""No\"",\""anyProblems\"":\""No\"",\""problemDescription\"":\""\"",\""comments\"":\""\""}}""","1","control","1","What type of businesses are around the antique shop?","Antique shops","International restaurants","Bars","Grocery stores","Bars","none.png","2242523"
"nathan4-rand-imgs-noheaders.csv","","NOT AVAILABLE","NOT AVAILABLE","1","PROLIFIC","09-Jul-2026 09:05:51","14721","""{\""answer\"":\""Reluctant\"",\""timeout\"":0,\""videoLoadFailed\"":true,\""RT\"":1113}""","3","emotion","10","How does Emily feel about Nathan's plan?","Reluctant","Intrigued","Enthusiastic","Agitated","Reluctant","emily&nathan.png","2242469"
"nathan4-rand-imgs-noheaders.csv","","NOT AVAILABLE","NOT AVAILABLE","1234","PROLIFIC","09-Jul-2026 09:00:28","14721","""{\""answer\"":\""Reluctant\"",\""timeout\"":0,\""videoLoadFailed\"":true,\""RT\"":1224}""","3","emotion","10","How does Emily feel about Nathan's plan?","Reluctant","Intrigued","Enthusiastic","Agitated","Reluctant","emily&nathan.png","2242374"
"nathan4-rand-imgs-noheaders.csv","","NOT AVAILABLE","NOT AVAILABLE","66da162f5538535e93490441","PROLIFIC","08-Jul-2026 22:39:46","14721","""{\""answer\"":\""Reluctant\"",\""timeout\"":0,\""videoLoadFailed\"":true,\""RT\"":5205}""","3","emotion","10","How does Emily feel about Nathan's plan?","Reluctant","Intrigued","Enthusiastic","Agitated","Reluctant","emily&nathan.png","2241931"
"nathan4-rand-imgs-noheaders.csv","","NOT AVAILABLE","NOT AVAILABLE","6978d830c5d415696508430d","PROLIFIC","08-Jul-2026 21:04:35","14721","""{\""answer\"":\""Reluctant\"",\""timeout\"":0,\""videoLoadFailed\"":true,\""RT\"":3261}""","3","emotion","10","How does Emily feel about Nathan's plan?","Reluctant","Intrigued","Enthusiastic","Agitated","Reluctant","emily&nathan.png","2241139"
"nathan4-rand-imgs-noheaders.csv","","NOT AVAILABLE","NOT AVAILABLE","699b610e2ba4bade6f39121b","PROLIFIC","08-Jul-2026 20:21:29","14721","""{\""answer\"":\""Intrigued\"",\""timeout\"":0,\""videoLoadFailed\"":true,\""RT\"":12298}""","3","emotion","10","How does Emily feel about Nathan's plan?","Reluctant","Intrigued","Enthusiastic","Agitated","Reluctant","emily&nathan.png","2240728"
"nathan4-rand-imgs-noheaders.csv","","NOT AVAILABLE","NOT AVAILABLE","699e3cc79b0d3d96b469ca49","PROLIFIC","08-Jul-2026 21:28:14","14721","""{\""answer\"":\""Reluctant\"",\""timeout\"":0,\""videoLoadFailed\"":true,\""RT\"":4003}""","3","emotion","10","How does Emily feel about Nathan's plan?","Reluctant","Intrigued","Enthusiastic","Agitated","Reluctant","emily&nathan.png","2241298"
"nathan4-rand-imgs-noheaders.csv","","NOT AVAILABLE","NOT AVAILABLE","69a8cff018bead25e4a5d848","PROLIFIC","08-Jul-2026 23:45:37","14721","""{\""answer\"":\""Intrigued\"",\""timeout\"":0,\""videoLoadFailed\"":true,\""RT\"":7197}""","3","emotion","10","How does Emily feel about Nathan's plan?","Reluctant","Intrigued","Enthusiastic","Agitated","Reluctant","emily&nathan.png","2242311"
"nathan4-rand-imgs-noheaders.csv","","NOT AVAILABLE","NOT AVAILABLE","69b5c6bdbcf55371066f5e73","PROLIFIC","08-Jul-2026 19:53:21","14721","""{\""answer\"":\""Reluctant\"",\""timeout\"":0,\""videoLoadFailed\"":true,\""RT\"":4548}""","3","emotion","10","How does Emily feel about Nathan's plan?","Reluctant","Intrigued","Enthusiastic","Agitated","Reluctant","emily&nathan.png","2240506"
"nathan4-rand-imgs-noheaders.csv","","NOT AVAILABLE","NOT AVAILABLE","69d2a8765e19038ab2fc0f56","PROLIFIC","08-Jul-2026 21:55:43","14721","""{\""answer\"":\""Intrigued\"",\""timeout\"":0,\""videoLoadFailed\"":true,\""RT\"":5305}""","3","emotion","10","How does Emily feel about Nathan's plan?","Reluctant","Intrigued","Enthusiastic","Agitated","Reluctant","emily&nathan.png","2241614"
"nathan4-rand-imgs-noheaders.csv","","NOT AVAILABLE","NOT AVAILABLE","69daf476f6bc0d990581aca6","PROLIFIC","08-Jul-2026 18:57:37","14721","""{\""answer\"":\""Intrigued\"",\""timeout\"":0,\""videoLoadFailed\"":true,\""RT\"":3007}""","3","emotion","10","How does Emily feel about Nathan's plan?","Reluctant","Intrigued","Enthusiastic","Agitated","Reluctant","emily&nathan.png","2239873"
"nathan4-rand-imgs-noheaders.csv","","NOT AVAILABLE","NOT AVAILABLE","69dbf4749918745fc7d8e820","PROLIFIC","08-Jul-2026 20:50:42","14721","""{\""answer\"":\""Reluctant\"",\""timeout\"":0,\""videoLoadFailed\"":true,\""RT\"":9942}""","3","emotion","10","How does Emily feel about Nathan's plan?","Reluctant","Intrigued","Enthusiastic","Agitated","Reluctant","emily&nathan.png","2240981"
"nathan4-rand-imgs-noheaders.csv","","NOT AVAILABLE","NOT AVAILABLE","69e816058da70eddb5dbc3e1","PROLIFIC","08-Jul-2026 19:46:21","14721","""{\""answer\"":\""Reluctant\"",\""timeout\"":0,\""videoLoadFailed\"":true,\""RT\"":4655}""","3","emotion","10","How does Emily feel about Nathan's plan?","Reluctant","Intrigued","Enthusiastic","Agitated","Reluctant","emily&nathan.png","2240443"
"nathan4-rand-imgs-noheaders.csv","","NOT AVAILABLE","NOT AVAILABLE","69e957ad6c65e153a1c65ae2","PROLIFIC","08-Jul-2026 23:11:16","14721","""{\""answer\"":\""Reluctant\"",\""timeout\"":0,\""videoLoadFailed\"":true,\""RT\"":2913}""","3","emotion","10","How does Emily feel about Nathan's plan?","Reluctant","Intrigued","Enthusiastic","Agitated","Reluctant","emily&nathan.png","2242153"
"nathan4-rand-imgs-noheaders.csv","","NOT AVAILABLE","NOT AVAILABLE","69efe0b03221edd72686c185","PROLIFIC","08-Jul-2026 22:20:48","14721","""{\""answer\"":\""Reluctant\"",\""timeout\"":0,\""videoLoadFailed\"":true,\""RT\"":2739}""","3","emotion","10","How does Emily feel about Nathan's plan?","Reluctant","Intrigued","Enthusiastic","Agitated","Reluctant","emily&nathan.png","2241805"
"nathan4-rand-imgs-noheaders.csv","","NOT AVAILABLE","NOT AVAILABLE","69f0438cc141b27ed949788e","PROLIFIC","08-Jul-2026 22:59:04","14721","""{\""answer\"":\""Reluctant\"",\""timeout\"":0,\""videoLoadFailed\"":true,\""RT\"":6505}""","3","emotion","10","How does Emily feel about Nathan's plan?","Reluctant","Intrigued","Enthusiastic","Agitated","Reluctant","emily&nathan.png","2242058"
"nathan4-rand-imgs-noheaders.csv","","NOT AVAILABLE","NOT AVAILABLE","69f3d4f3fb7630947c56f1eb","PROLIFIC","08-Jul-2026 20:33:09","14721","""{\""answer\"":\""Intrigued\"",\""timeout\"":0,\""videoLoadFailed\"":true,\""RT\"":5883}""","3","emotion","10","How does Emily feel about Nathan's plan?","Reluctant","Intrigued","Enthusiastic","Agitated","Reluctant","emily&nathan.png","2240823"
"nathan4-rand-imgs-noheaders.csv","","NOT AVAILABLE","NOT AVAILABLE","69f6484996726366cacd162c","PROLIFIC","08-Jul-2026 23:27:32","14721","""{\""answer\"":\""Intrigued\"",\""timeout\"":0,\""videoLoadFailed\"":true,\""RT\"":2613}""","3","emotion","10","How does Emily feel about Nathan's plan?","Reluctant","Intrigued","Enthusiastic","Agitated","Reluctant","emily&nathan.png","2242248"
"nathan4-rand-imgs-noheaders.csv","","NOT AVAILABLE","NOT AVAILABLE","6a00b0ca46e3f2822d0349b6","PROLIFIC","08-Jul-2026 21:02:52","14721","""{\""answer\"":\""Reluctant\"",\""timeout\"":0,\""videoLoadFailed\"":true,\""RT\"":3854}""","3","emotion","10","How does Emily feel about Nathan's plan?","Reluctant","Intrigued","Enthusiastic","Agitated","Reluctant","emily&nathan.png","2241076"
"nathan4-rand-imgs-noheaders.csv","","NOT AVAILABLE","NOT AVAILABLE","6a021dc98c730b8d3ce0deca","PROLIFIC","08-Jul-2026 19:15:51","14721","""{\""answer\"":\""Reluctant\"",\""timeout\"":0,\""videoLoadFailed\"":true,\""RT\"":4680}""","3","emotion","10","How does Emily feel about Nathan's plan?","Reluctant","Intrigued","Enthusiastic","Agitated","Reluctant","emily&nathan.png","2240094"
"nathan4-rand-imgs-noheaders.csv","","NOT AVAILABLE","NOT AVAILABLE","6a023ad806e8158958e73b75","PROLIFIC","08-Jul-2026 19:37:34","14721","""{\""answer\"":\""Reluctant\"",\""timeout\"":0,\""videoLoadFailed\"":true,\""RT\"":5399}""","3","emotion","10","How does Emily feel about Nathan's plan?","Reluctant","Intrigued","Enthusiastic","Agitated","Reluctant","emily&nathan.png","2240253"
"nathan4-rand-imgs-noheaders.csv","","NOT AVAILABLE","NOT AVAILABLE","6a0dfefeb75ae8ac09c192c6","PROLIFIC","08-Jul-2026 19:15:20","14721","""{\""answer\"":\""Reluctant\"",\""timeout\"":0,\""videoLoadFailed\"":true,\""RT\"":6847}""","3","emotion","10","How does Emily feel about Nathan's plan?","Reluctant","Intrigued","Enthusiastic","Agitated","Reluctant","emily&nathan.png","2240031"
"nathan4-rand-imgs-noheaders.csv","","NOT AVAILABLE","NOT AVAILABLE","6a14ed7d826b3c0b54334269","PROLIFIC","08-Jul-2026 21:32:10","14721","""{\""answer\"":\""Reluctant\"",\""timeout\"":0,\""videoLoadFailed\"":true,\""RT\"":5227}""","3","emotion","10","How does Emily feel about Nathan's plan?","Reluctant","Intrigued","Enthusiastic","Agitated","Reluctant","emily&nathan.png","2241393"
"nathan4-rand-imgs-noheaders.csv","","NOT AVAILABLE","NOT AVAILABLE","6a150fcbc5238897c2c9408e","PROLIFIC","08-Jul-2026 21:37:42","14721","""{\""answer\"":\""Reluctant\"",\""timeout\"":0,\""videoLoadFailed\"":true,\""RT\"":5568}""","3","emotion","10","How does Emily feel about Nathan's plan?","Reluctant","Intrigued","Enthusiastic","Agitated","Reluctant","emily&nathan.png","2241488"
"nathan4-rand-imgs-noheaders.csv","","NOT AVAILABLE","NOT AVAILABLE","6a18b37c0157d881234ed29f","PROLIFIC","08-Jul-2026 21:45:52","14721","""{\""answer\"":\""Reluctant\"",\""timeout\"":0,\""videoLoadFailed\"":true,\""RT\"":3188}""","3","emotion","10","How does Emily feel about Nathan's plan?","Reluctant","Intrigued","Enthusiastic","Agitated","Reluctant","emily&nathan.png","2241551"
"nathan4-rand-imgs-noheaders.csv","","NOT AVAILABLE","NOT AVAILABLE","6a1a3e6d47ea4b557072cc4d","PROLIFIC","08-Jul-2026 19:13:46","14721","""{\""answer\"":\""Reluctant\"",\""timeout\"":0,\""videoLoadFailed\"":true,\""RT\"":2263}""","3","emotion","10","How does Emily feel about Nathan's plan?","Reluctant","Intrigued","Enthusiastic","Agitated","Reluctant","emily&nathan.png","2239968"
